avon-and-somerset,10739.01,51.18023010689388,-2.8671138866106927
bedfordshire,2210.18,52.05259411351092,-0.44939436777813796
cambridgeshire,5670.39,52.37108071844787,-0.014606893043232714
cheshire,4586.91,53.18234121214658,-2.496706657411838
cleveland,1255.5,54.58497003861074,-1.16213646582159
cumbria,12305.75,54.54757968800779,-3.0521763181711337
derbyshire,5486.54,53.10097444000891,-1.5967406468697518
devon-and-cornwall,38163.14,50.39991353310398,-4.766935130778408
dorset,5717.58,50.78786345638077,-2.3487440780008306
durham,3792.21,54.70222037611037,-1.6868799985107255
dyfed-powys,27282.15,52.0155621037672,-4.459369421282386
essex,6536.27,51.76285797242331,0.7115549380862924
gloucestershire,4408.73,51.850546700579855,-2.092828734752285
greater-manchester,2172.56,53.52159684210059,-2.469564365857043
gwent,2546.01,51.752216766501014,-2.9925858222024484
hampshire,8013.59,51.12527693905682,-1.2403232200227003
hertfordshire,3477.06,51.837005828796805,-0.2715966617535501
humberside,6871.15,53.75322418902469,-0.5938433457356341
kent,6564.23,51.22300790967795,0.6966166450040154
lancashire,5787.89,53.8101278050592,-2.6439273014356077
leicestershire,5164.67,52.658413322251846,-1.004545461921336
lincolnshire,8610.42,53.17151783386815,-0.07997312249486337
merseyside,1827.71,53.492238388326115,-2.8806960982441567
metropolitan,2645.23,51.47848015294446,-0.11793679019047014
norfolk,7657.6,52.662131345026154,0.9477346624457138
north-wales,13763.89,53.0824856695009,-4.062785989672212
north-yorkshire,16233.62,54.183266936964216,-1.197125498182379
northamptonshire,5027.81,52.30961726706965,-0.9281472114169614
northumbria,9864.57,55.24381065983061,-1.8425085074265695
nottinghamshire,3617.24,53.081093104040036,-1.0751059443676376
south-wales,4456.23,51.60083114210777,-3.714084672379064
south-yorkshire,2540.37,53.47245143649589,-1.2941113763300998
staffordshire,5360.47,52.85703773484871,-2.037406149411026
suffolk,6733.73,52.24874439845724,0.9409466659936705
surrey,2819.54,51.23488857723941,-0.4106751006224683
sussex,6366.66,51.00451294672569,-0.06686897641571936
thames-valley,8328.87,51.79254753290576,-1.1199797945696455
warwickshire,4404.9,52.28067444681716,-1.5643408134475483
west-mercia,13243.49,52.434601068166245,-2.609394278831273
west-midlands,1863.48,52.46752945551008,-1.8813882238928203
west-yorkshire,3176.43,53.76014703156677,-1.630034390308374
wiltshire,5196.76,51.377560976007125,-1.9242355882617734
